Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Avg_Temperature,Max_Temperature,Min_Temperature
Other  Rabi pulses,2006,Rabi       ,Chhattisgarh,2728.0,412,1317.2,348392.88,600.16,0.279,26.268,37.181,15.972
Other Kharif pulses,2006,Kharif     ,Chhattisgarh,6487.0,1856,1317.2,828454.77,1427.14,0.267,26.268,37.181,15.972
Peas & beans (Pulses),2006,Rabi       ,Chhattisgarh,16217.0,5789,1317.2,2071073.07,3567.74,0.324,26.268,37.181,15.972
Potato,2006,Kharif     ,Chhattisgarh,1781.0,7189,1317.2,227451.51,391.82,6.25,26.268,37.181,15.972
Potato,2006,Rabi       ,Chhattisgarh,9513.0,37815,1317.2,1214905.23,2092.86,4.251,26.268,37.181,15.972
Ragi,2006,Kharif     ,Chhattisgarh,9296.0,2576,1317.2,1187192.16,2045.12,0.234,26.268,37.181,15.972
Rapeseed &Mustard,2006,Rabi       ,Chhattisgarh,54471.0,21764,1317.2,6956491.41,11983.62,0.342,26.268,37.181,15.972
Rice,2006,Kharif     ,Chhattisgarh,3905319.0,5441525,1317.2,498748289.5,859170.18,1.247,26.268,37.181,15.972
Safflower,2006,Rabi       ,Chhattisgarh,989.0,222,1317.2,126305.19,217.58,0.229,26.268,37.181,15.972
Sannhamp,2006,Whole Year ,Chhattisgarh,1571.0,518,1317.2,200632.41,345.62,0.322,26.268,37.181,15.972
Sesamum,2006,Kharif     ,Chhattisgarh,21335.0,6434,1317.2,2724692.85,4693.7,0.274,26.268,37.181,15.972
Small millets,2006,Kharif     ,Chhattisgarh,200820.0,40745,1317.2,25646722.2,44180.4,1.076,26.268,37.181,15.972
Soyabean,2006,Kharif     ,Chhattisgarh,64474.0,64166,1317.2,8233974.54,14184.28,1.006,26.268,37.181,15.972
Sugarcane,2006,Whole Year ,Chhattisgarh,7991.0,20316,1317.2,1020530.61,1758.02,2.463,26.268,37.181,15.972
Sunflower,2006,Kharif     ,Chhattisgarh,6493.0,2724,1317.2,829221.03,1428.46,5.02,26.268,37.181,15.972
Sweet potato,2006,Whole Year ,Chhattisgarh,2683.0,15607,1317.2,342645.93,590.26,5.117,26.268,37.181,15.972
Tobacco,2006,Whole Year ,Chhattisgarh,16.0,16,1317.2,2043.36,3.52,1.0,26.268,37.181,15.972
Turmeric,2006,Whole Year ,Chhattisgarh,879.0,743,1317.2,112257.09,193.38,0.792,26.268,37.181,15.972
Urad,2006,Kharif     ,Chhattisgarh,109009.0,33137,1317.2,13921539.39,23981.98,0.284,26.268,37.181,15.972
Urad,2006,Rabi       ,Chhattisgarh,5444.0,1374,1317.2,695253.24,1197.68,0.328,26.268,37.181,15.972
Wheat,2006,Rabi       ,Chhattisgarh,93213.0,93952,1317.2,11904232.23,20506.86,1.06,26.268,37.181,15.972
Arhar/Tur,2006,Kharif     ,Delhi,385.0,578,462.7,49168.35,84.7,1.5,26.416,38.716,14.815
Bajra,2006,Kharif     ,Delhi,1592.0,2945,462.7,203314.32,350.24,1.85,26.416,38.716,14.815
Barley,2006,Kharif     ,Delhi,75.0,196,462.7,9578.25,16.5,2.61,26.416,38.716,14.815
Gram,2006,Rabi       ,Delhi,45.0,65,462.7,5746.95,9.9,1.44,26.416,38.716,14.815
Jowar,2006,Kharif     ,Delhi,8840.0,8354,462.7,1128956.4,1944.8,0.95,26.416,38.716,14.815
Maize,2006,Kharif     ,Delhi,67.0,122,462.7,8556.57,14.74,1.82,26.416,38.716,14.815
Other Kharif pulses,2006,Kharif     ,Delhi,180.0,271,462.7,22987.8,39.6,1.51,26.416,38.716,14.815
Potato,2006,Whole Year ,Delhi,55.0,873,462.7,7024.05,12.1,15.87,26.416,38.716,14.815
Rice,2006,Kharif     ,Delhi,7381.0,20815,462.7,942627.51,1623.82,2.82,26.416,38.716,14.815
Sugarcane,2006,Whole Year ,Delhi,4.0,301,462.7,510.84,0.88,75.25,26.416,38.716,14.815
Wheat,2006,Rabi       ,Delhi,17884.0,77885,462.7,2283965.64,3934.48,4.36,26.416,38.716,14.815
Arhar/Tur,2006,Kharif     ,Gujarat,256800.0,215300,1056.2,32795928.0,56496.0,0.854,26.755,37.958,16.505
Bajra,2006,Kharif     ,Gujarat,742300.0,528400,1056.2,94799133.0,163306.0,0.869,26.755,37.958,16.505
Bajra,2006,Summer     ,Gujarat,183400.0,428500,1056.2,23422014.0,40348.0,2.365,26.755,37.958,16.505
Banana,2006,Whole Year ,Gujarat,26600.0,1891800,1056.2,3397086.0,5852.0,57.658,26.755,37.958,16.505
Castor seed,2006,Kharif     ,Gujarat,327100.0,588800,1056.2,41773941.0,71962.0,1.845,26.755,37.958,16.505
Cotton(lint),2006,Kharif     ,Gujarat,2372100.0,7876400,1056.2,302940891.0,521862.0,3.101,26.755,37.958,16.505
Dry chillies,2006,Whole Year ,Gujarat,6900.0,6400,1056.2,881199.0,1518.0,0.948,26.755,37.958,16.505
Garlic,2006,Whole Year ,Gujarat,32000.0,211300,1056.2,4086720.0,7040.0,5.95,26.755,37.958,16.505
Gram,2006,Rabi       ,Gujarat,197000.0,187200,1056.2,25158870.0,43340.0,1.028,26.755,37.958,16.505
Groundnut,2006,Kharif     ,Gujarat,1752400.0,1675800,1056.2,223799004.0,385528.0,1.061,26.755,37.958,16.505
Groundnut,2006,Summer     ,Gujarat,100100.0,174600,1056.2,12783771.0,22022.0,1.75,26.755,37.958,16.505
Guar seed,2006,Whole Year ,Gujarat,204700.0,82800,1056.2,26142237.0,45034.0,0.445,26.755,37.958,16.505
Jowar,2006,Kharif     ,Gujarat,95600.0,106700,1056.2,12209076.0,21032.0,1.107,26.755,37.958,16.505
Jowar,2006,Rabi       ,Gujarat,50900.0,42600,1056.2,6500439.0,11198.0,0.963,26.755,37.958,16.505
Maize,2006,Kharif     ,Gujarat,447700.0,201700,1056.2,57175767.0,98494.0,0.529,26.755,37.958,16.505
Moong(Green Gram),2006,Kharif     ,Gujarat,193200.0,67000,1056.2,24673572.0,42504.0,0.365,26.755,37.958,16.505
Moth,2006,Kharif     ,Gujarat,44100.0,13500,1056.2,5632011.0,9702.0,0.347,26.755,37.958,16.505
Onion,2006,Whole Year ,Gujarat,43300.0,1051800,1056.2,5529843.0,9526.0,21.804,26.755,37.958,16.505
Other  Rabi pulses,2006,Rabi       ,Gujarat,11500.0,8400,1056.2,1468665.0,2530.0,0.778,26.755,37.958,16.505
Other Cereals,2006,Kharif     ,Gujarat,11500.0,6100,1056.2,1468665.0,2530.0,0.638,26.755,37.958,16.505
Other Cereals,2006,Rabi       ,Gujarat,45900.0,62100,1056.2,5861889.0,10098.0,1.219,26.755,37.958,16.505
Other Kharif pulses,2006,Kharif     ,Gujarat,36800.0,22200,1056.2,4699728.0,8096.0,0.657,26.755,37.958,16.505
Potato,2006,Whole Year ,Gujarat,51700.0,1078400,1056.2,6602607.0,11374.0,20.457,26.755,37.958,16.505
Ragi,2006,Kharif     ,Gujarat,20400.0,20500,1056.2,2605284.0,4488.0,1.0,26.755,37.958,16.505
Rapeseed &Mustard,2006,Rabi       ,Gujarat,347800.0,476100,1056.2,44417538.0,76516.0,1.239,26.755,37.958,16.505
Rice,2006,Kharif     ,Gujarat,655600.0,1045200,1056.2,83726676.0,144232.0,1.602,26.755,37.958,16.505
Rice,2006,Summer     ,Gujarat,33700.0,96000,1056.2,4303827.0,7414.0,2.856,26.755,37.958,16.505
Sesamum,2006,Kharif     ,Gujarat,328800.0,105000,1056.2,41991048.0,72336.0,0.249,26.755,37.958,16.505
Sugarcane,2006,Whole Year ,Gujarat,216100.0,16554000,1056.2,27598131.0,47542.0,71.796,26.755,37.958,16.505
Tobacco,2006,Whole Year ,Gujarat,57000.0,98400,1056.2,7279470.0,12540.0,1.722,26.755,37.958,16.505
Urad,2006,Kharif     ,Gujarat,89500.0,39200,1056.2,11430045.0,19690.0,0.511,26.755,37.958,16.505
Wheat,2006,Rabi       ,Gujarat,1072300.0,2791500,1056.2,136943433.0,235906.0,2.57,26.755,37.958,16.505
Arhar/Tur,2006,Kharif     ,Haryana,27412.0,29800,329.3,3500786.52,6030.64,0.817,26.647,39.168,14.928
Bajra,2006,Kharif     ,Haryana,618985.0,1021000,329.3,79050574.35,136176.7,1.882,26.647,39.168,14.928
Barley,2006,Rabi       ,Haryana,37650.0,115000,329.3,4808281.5,8283.0,1.874,26.647,39.168,14.928
Castor seed,2006,Kharif     ,Haryana,5543.0,2400,329.3,707896.53,1219.46,0.5,26.647,39.168,14.928
Cotton(lint),2006,Kharif     ,Haryana,527693.0,1805000,329.3,67391673.03,116092.46,1.556,26.647,39.168,14.928
Dry chillies,2006,Whole Year ,Haryana,1467.0,1200,329.3,187350.57,322.74,0.506,26.647,39.168,14.928
Garlic,2006,Whole Year ,Haryana,415.0,7500,329.3,52999.65,91.3,8.942,26.647,39.168,14.928
Gram,2006,Rabi       ,Haryana,107656.0,90000,329.3,13748747.76,23684.32,0.475,26.647,39.168,14.928
Groundnut,2006,Kharif     ,Haryana,1654.0,1300,329.3,211232.34,363.88,0.522,26.647,39.168,14.928
Horse-gram,2006,Kharif     ,Haryana,2057.0,600,329.3,262699.47,452.54,0.23,26.647,39.168,14.928
Jowar,2006,Kharif     ,Haryana,89158.0,27000,329.3,11386368.18,19614.76,0.188,26.647,39.168,14.928
Maize,2006,Kharif     ,Haryana,13412.0,30000,329.3,1712846.52,2950.64,0.521,26.647,39.168,14.928
Masoor,2006,Rabi       ,Haryana,4461.0,3500,329.3,569714.31,981.42,0.534,26.647,39.168,14.928
Moong(Green Gram),2006,Kharif     ,Haryana,21380.0,9300,329.3,2730439.8,4703.6,0.309,26.647,39.168,14.928
Moth,2006,Kharif     ,Haryana,1917.0,300,329.3,244820.07,421.74,0.178,26.647,39.168,14.928
Onion,2006,Whole Year ,Haryana,2543.0,49700,329.3,324766.53,559.46,18.984,26.647,39.168,14.928
Peas & beans (Pulses),2006,Rabi       ,Haryana,969.0,1200,329.3,123750.99,213.18,0.849,26.647,39.168,14.928
Potato,2006,Whole Year ,Haryana,12826.0,319900,329.3,1638008.46,2821.72,21.907,26.647,39.168,14.928
Rapeseed &Mustard,2006,Rabi       ,Haryana,598245.0,804100,329.3,76401868.95,131613.9,1.276,26.647,39.168,14.928
Rice,2006,Kharif     ,Haryana,1042036.0,3371000,329.3,133078417.6,229247.92,2.854,26.647,39.168,14.928
Sannhamp,2006,Whole Year ,Haryana,620.0,200,329.3,79180.2,136.4,0.135,26.647,39.168,14.928
Sesamum,2006,Kharif     ,Haryana,3800.0,1300,329.3,485298.0,836.0,0.198,26.647,39.168,14.928
Sugarcane,2006,Whole Year ,Haryana,140563.0,9651000,329.3,17951300.73,30923.86,56.036,26.647,39.168,14.928
Sunflower,2006,Rabi       ,Haryana,7000.0,12200,329.3,893970.0,1540.0,1.705,26.647,39.168,14.928
Sweet potato,2006,Whole Year ,Haryana,19.0,400,329.3,2426.49,4.18,12.698,26.647,39.168,14.928
Urad,2006,Kharif     ,Haryana,3240.0,1300,329.3,413780.4,712.8,0.219,26.647,39.168,14.928
Wheat,2006,Rabi       ,Haryana,2377067.0,10059000,329.3,303575226.6,522954.74,4.062,26.647,39.168,14.928
Arhar/Tur,2006,Kharif     ,Himachal Pradesh,150.0,51,1207.0,19156.5,33.0,0.345,21.723,32.895,12.13
Bajra,2006,Kharif     ,Himachal Pradesh,360.0,181,1207.0,45975.6,79.2,0.484,21.723,32.895,12.13
Barley,2006,Rabi       ,Himachal Pradesh,24098.0,33865,1207.0,3077555.58,5301.56,1.398,21.723,32.895,12.13
Coriander,2006,Rabi       ,Himachal Pradesh,144.0,30,1207.0,18390.24,31.68,0.27,21.723,32.895,12.13
Cotton(lint),2006,Kharif     ,Himachal Pradesh,55.0,23,1207.0,7024.05,12.1,0.532,21.723,32.895,12.13
Dry chillies,2006,Kharif     ,Himachal Pradesh,623.0,158,1207.0,79563.33,137.06,0.293,21.723,32.895,12.13
Garlic,2006,Rabi       ,Himachal Pradesh,2932.0,2490,1207.0,374445.72,645.04,1.043,21.723,32.895,12.13
Ginger,2006,Kharif     ,Himachal Pradesh,2396.0,4194,1207.0,305993.16,527.12,1.842,21.723,32.895,12.13
Gram,2006,Rabi       ,Himachal Pradesh,1328.0,1018,1207.0,169598.88,292.16,0.761,21.723,32.895,12.13
Groundnut,2006,Kharif     ,Himachal Pradesh,105.0,80,1207.0,13409.55,23.1,0.905,21.723,32.895,12.13
Horse-gram,2006,Kharif     ,Himachal Pradesh,2551.0,1337,1207.0,325788.21,561.22,0.484,21.723,32.895,12.13
Linseed,2006,Rabi       ,Himachal Pradesh,1472.0,359,1207.0,187989.12,323.84,0.223,21.723,32.895,12.13
Maize,2006,Kharif     ,Himachal Pradesh,299037.0,695376,1207.0,38190015.27,65788.14,2.363,21.723,32.895,12.13
Masoor,2006,Rabi       ,Himachal Pradesh,727.0,397,1207.0,92845.17,159.94,0.696,21.723,32.895,12.13
Moong(Green Gram),2006,Kharif     ,Himachal Pradesh,452.0,202,1207.0,57724.92,99.44,0.416,21.723,32.895,12.13
Moth,2006,Kharif     ,Himachal Pradesh,12.0,3,1207.0,1532.52,2.64,0.155,21.723,32.895,12.13
Onion,2006,Rabi       ,Himachal Pradesh,893.0,7617,1207.0,114045.03,196.46,8.546,21.723,32.895,12.13
Other  Rabi pulses,2006,Rabi       ,Himachal Pradesh,727.0,397,1207.0,92845.17,159.94,0.696,21.723,32.895,12.13
Other Kharif pulses,2006,Kharif     ,Himachal Pradesh,6217.0,3721,1207.0,793973.07,1367.74,0.901,21.723,32.895,12.13
Peas & beans (Pulses),2006,Rabi       ,Himachal Pradesh,8170.0,16856,1207.0,1043390.7,1797.4,1.513,21.723,32.895,12.13
Potato,2006,Whole Year ,Himachal Pradesh,12687.0,126701,1207.0,1620256.77,2791.14,10.054,21.723,32.895,12.13
Ragi,2006,Kharif     ,Himachal Pradesh,2950.0,3158,1207.0,376744.5,649.0,0.949,21.723,32.895,12.13
Rapeseed &Mustard,2006,Rabi       ,Himachal Pradesh,8887.0,4506,1207.0,1134958.77,1955.14,0.523,21.723,32.895,12.13
Rice,2006,Kharif     ,Himachal Pradesh,79206.0,123485,1207.0,10115398.26,17425.32,1.751,21.723,32.895,12.13
Sannhamp,2006,Kharif     ,Himachal Pradesh,76.0,14,1207.0,9705.96,16.72,0.185,21.723,32.895,12.13
Sesamum,2006,Kharif     ,Himachal Pradesh,3802.0,1708,1207.0,485553.42,836.44,0.412,21.723,32.895,12.13
Small millets,2006,Kharif     ,Himachal Pradesh,7479.0,5083,1207.0,955143.09,1645.38,0.549,21.723,32.895,12.13
Soyabean,2006,Kharif     ,Himachal Pradesh,638.0,1073,1207.0,81478.98,140.36,1.691,21.723,32.895,12.13
Sugarcane,2006,Whole Year ,Himachal Pradesh,3019.0,59184,1207.0,385556.49,664.18,13.465,21.723,32.895,12.13
Turmeric,2006,Kharif     ,Himachal Pradesh,187.0,99,1207.0,23881.77,41.14,0.504,21.723,32.895,12.13
Urad,2006,Kharif     ,Himachal Pradesh,11459.0,5413,1207.0,1463428.89,2520.98,0.557,21.723,32.895,12.13
Wheat,2006,Rabi       ,Himachal Pradesh,362245.0,596493,1207.0,46262308.95,79693.9,1.638,21.723,32.895,12.13
Arhar/Tur,2006,Kharif     ,Madhya Pradesh,305009.0,209541,1072.3,38952699.39,67101.98,0.607,26.232,37.06,15.972
Bajra,2006,Kharif     ,Madhya Pradesh,183115.0,251783,1072.3,23385616.65,40285.3,1.055,26.232,37.06,15.972
Banana,2006,Whole Year ,Madhya Pradesh,14836.0,469134,1072.3,1894705.56,3263.92,21.72,26.232,37.06,15.972
Castor seed,2006,Kharif     ,Madhya Pradesh,1508.0,569,1072.3,192586.68,331.76,0.321,26.232,37.06,15.972
Coriander,2006,Whole Year ,Madhya Pradesh,116571.0,49879,1072.3,14887282.41,25645.62,0.34,26.232,37.06,15.972
Cotton(lint),2006,Kharif     ,Madhya Pradesh,629739.0,820039,1072.3,80423967.69,138542.58,1.118,26.232,37.06,15.972
Dry chillies,2006,Whole Year ,Madhya Pradesh,47381.0,40748,1072.3,6051027.51,10423.82,0.72,26.232,37.06,15.972
Garlic,2006,Whole Year ,Madhya Pradesh,41697.0,182491,1072.3,5325123.87,9173.34,3.104,26.232,37.06,15.972
Ginger,2006,Kharif     ,Madhya Pradesh,6005.0,7401,1072.3,766898.55,1321.1,1.139,26.232,37.06,15.972
Gram,2006,Rabi       ,Madhya Pradesh,2584633.0,2553617,1072.3,330083480.4,568619.26,0.91,26.232,37.06,15.972
Groundnut,2006,Kharif     ,Madhya Pradesh,197231.0,187172,1072.3,25188371.01,43390.82,0.863,26.232,37.06,15.972
Horse-gram,2006,Kharif     ,Madhya Pradesh,25431.0,7366,1072.3,3247793.01,5594.82,0.284,26.232,37.06,15.972
Horse-gram,2006,Rabi       ,Madhya Pradesh,211.0,59,1072.3,26946.81,46.42,0.093,26.232,37.06,15.972
Jowar,2006,Kharif     ,Madhya Pradesh,530433.0,547937,1072.3,67741598.43,116695.26,1.092,26.232,37.06,15.972
Jowar,2006,Rabi       ,Madhya Pradesh,3206.0,3312,1072.3,409438.26,705.32,1.632,26.232,37.06,15.972
Jute,2006,Kharif     ,Madhya Pradesh,4608.0,8650,1072.3,588487.68,1013.76,1.977,26.232,37.06,15.972
Khesari,2006,Rabi       ,Madhya Pradesh,46723.0,36491,1072.3,5966994.33,10279.06,0.681,26.232,37.06,15.972
Linseed,2006,Rabi       ,Madhya Pradesh,126038.0,50037,1072.3,16096312.98,27728.36,0.589,26.232,37.06,15.972
Maize,2006,Kharif     ,Madhya Pradesh,879420.0,846002,1072.3,112310728.2,193472.4,0.904,26.232,37.06,15.972
Masoor,2006,Rabi       ,Madhya Pradesh,538670.0,261123,1072.3,68793545.7,118507.4,0.449,26.232,37.06,15.972
Mesta,2006,Kharif     ,Madhya Pradesh,523.0,1186,1072.3,66792.33,115.06,1.934,26.232,37.06,15.972
Moong(Green Gram),2006,Kharif     ,Madhya Pradesh,71963.0,22894,1072.3,9190394.73,15831.86,0.325,26.232,37.06,15.972
Moong(Green Gram),2006,Rabi       ,Madhya Pradesh,3039.0,810,1072.3,388110.69,668.58,0.289,26.232,37.06,15.972
Niger seed,2006,Kharif     ,Madhya Pradesh,106929.0,23792,1072.3,13655902.59,23524.38,0.228,26.232,37.06,15.972
Onion,2006,Whole Year ,Madhya Pradesh,37825.0,629635,1072.3,4830630.75,8321.5,14.811,26.232,37.06,15.972
Other  Rabi pulses,2006,Rabi       ,Madhya Pradesh,2051.0,647,1072.3,261933.21,451.22,0.276,26.232,37.06,15.972
Other Kharif pulses,2006,Kharif     ,Madhya Pradesh,8164.0,1635,1072.3,1042624.44,1796.08,0.241,26.232,37.06,15.972
Peas & beans (Pulses),2006,Rabi       ,Madhya Pradesh,189486.0,83842,1072.3,24199257.06,41686.92,0.455,26.232,37.06,15.972
Potato,2006,Whole Year ,Madhya Pradesh,48540.0,648203,1072.3,6199043.4,10678.8,12.951,26.232,37.06,15.972
Rapeseed &Mustard,2006,Rabi       ,Madhya Pradesh,751836.0,705974,1072.3,96016975.56,165403.92,0.746,26.232,37.06,15.972
Rice,2006,Kharif     ,Madhya Pradesh,1674013.0,1389269,1072.3,213788200.2,368282.86,0.857,26.232,37.06,15.972
Safflower,2006,Rabi       ,Madhya Pradesh,427.0,115,1072.3,54532.17,93.94,0.314,26.232,37.06,15.972
Sesamum,2006,Whole Year ,Madhya Pradesh,246733.0,87837,1072.3,31510271.43,54281.26,0.337,26.232,37.06,15.972
Small millets,2006,Kharif     ,Madhya Pradesh,318015.0,84189,1072.3,40613695.65,69963.3,0.276,26.232,37.06,15.972
Small millets,2006,Rabi       ,Madhya Pradesh,997.0,0,1072.3,127326.87,219.34,0.0,26.232,37.06,15.972
Soyabean,2006,Kharif     ,Madhya Pradesh,4691195.0,4780328,1072.3,599112513.5,1032062.9,0.876,26.232,37.06,15.972
Sugarcane,2006,Whole Year ,Madhya Pradesh,61085.0,2692260,1072.3,7801165.35,13438.7,31.356,26.232,37.06,15.972
Sunflower,2006,Kharif     ,Madhya Pradesh,848.0,368,1072.3,108298.08,186.56,0.31,26.232,37.06,15.972
Sweet potato,2006,Whole Year ,Madhya Pradesh,4070.0,22633,1072.3,519779.7,895.4,5.947,26.232,37.06,15.972
Tobacco,2006,Whole Year ,Madhya Pradesh,204.0,86,1072.3,26052.84,44.88,0.383,26.232,37.06,15.972
Turmeric,2006,Whole Year ,Madhya Pradesh,668.0,583,1072.3,85310.28,146.96,0.978,26.232,37.06,15.972
Urad,2006,Kharif     ,Madhya Pradesh,467870.0,159789,1072.3,59751677.7,102931.4,0.333,26.232,37.06,15.972
Urad,2006,Rabi       ,Madhya Pradesh,6630.0,2300,1072.3,846717.3,1458.6,0.23,26.232,37.06,15.972
Wheat,2006,Rabi       ,Madhya Pradesh,4262382.0,7840446,1072.3,544348805.2,937724.04,1.731,26.232,37.06,15.972
Arhar/Tur,2006,Kharif     ,Maharashtra,1122600.0,814600,1439.4,143367246.0,246972.0,0.663,25.26,35.242,15.902
Bajra,2006,Kharif     ,Maharashtra,1452200.0,1058600,1439.4,185460462.0,319484.0,0.633,25.26,35.242,15.902
Castor seed,2006,Kharif     ,Maharashtra,11900.0,4000,1439.4,1519749.0,2618.0,0.349,25.26,35.242,15.902
Cotton(lint),2006,Kharif     ,Maharashtra,3106900.0,4617500,1439.4,396782199.0,683518.0,1.454,25.26,35.242,15.902
Gram,2006,Rabi       ,Maharashtra,1308100.0,925100,1439.4,167057451.0,287782.0,0.687,25.26,35.242,15.902
Groundnut,2006,Kharif     ,Maharashtra,341600.0,254100,1439.4,43625736.0,75152.0,0.735,25.26,35.242,15.902
Groundnut,2006,Summer     ,Maharashtra,108100.0,149700,1439.4,13805451.0,23782.0,1.454,25.26,35.242,15.902
Jowar,2006,Kharif     ,Maharashtra,1409200.0,1684100,1439.4,179968932.0,310024.0,1.119,25.26,35.242,15.902
Jowar,2006,Rabi       ,Maharashtra,3208900.0,2097600,1439.4,409808619.0,705958.0,0.796,25.26,35.242,15.902
Linseed,2006,Rabi       ,Maharashtra,67800.0,16000,1439.4,8658738.0,14916.0,0.344,25.26,35.242,15.902
Maize,2006,Kharif     ,Maharashtra,475000.0,947800,1439.4,60662250.0,104500.0,1.6,25.26,35.242,15.902
Maize,2006,Rabi       ,Maharashtra,86000.0,176900,1439.4,10983060.0,18920.0,2.198,25.26,35.242,15.902
Maize,2006,Summer     ,Maharashtra,19200.0,25300,1439.4,2452032.0,4224.0,1.185,25.26,35.242,15.902
Moong(Green Gram),2006,Kharif     ,Maharashtra,573100.0,236100,1439.4,73190601.0,126082.0,0.538,25.26,35.242,15.902
Niger seed,2006,Kharif     ,Maharashtra,54000.0,12000,1439.4,6896340.0,11880.0,0.294,25.26,35.242,15.902
Other  Rabi pulses,2006,Rabi       ,Maharashtra,146300.0,65700,1439.4,18683973.0,32186.0,0.475,25.26,35.242,15.902
Other Kharif pulses,2006,Kharif     ,Maharashtra,188100.0,63600,1439.4,24022251.0,41382.0,0.376,25.26,35.242,15.902
Ragi,2006,Kharif     ,Maharashtra,136000.0,123000,1439.4,17368560.0,29920.0,0.89,25.26,35.242,15.902
Rapeseed &Mustard,2006,Rabi       ,Maharashtra,13900.0,4900,1439.4,1775169.0,3058.0,0.342,25.26,35.242,15.902
Rice,2006,Kharif     ,Maharashtra,1491300.0,2488600,1439.4,190453923.0,328086.0,1.166,25.26,35.242,15.902
Rice,2006,Summer     ,Maharashtra,38000.0,81100,1439.4,4852980.0,8360.0,2.176,25.26,35.242,15.902
Safflower,2006,Rabi       ,Maharashtra,278800.0,168900,1439.4,35605548.0,61336.0,0.58,25.26,35.242,15.902
Sesamum,2006,Kharif     ,Maharashtra,99500.0,24500,1439.4,12707145.0,21890.0,0.315,25.26,35.242,15.902
Sesamum,2006,Rabi       ,Maharashtra,5000.0,1700,1439.4,638550.0,1100.0,0.644,25.26,35.242,15.902
Small millets,2006,Kharif     ,Maharashtra,63200.0,31600,1439.4,8071272.0,13904.0,0.62,25.26,35.242,15.902
Small millets,2006,Rabi       ,Maharashtra,5400.0,3100,1439.4,689634.0,1188.0,0.62,25.26,35.242,15.902
Soyabean,2006,Kharif     ,Maharashtra,2521100.0,2891600,1439.4,321969681.0,554642.0,1.204,25.26,35.242,15.902
Sugarcane,2006,Whole Year ,Maharashtra,848800.0,66277400,1439.4,108400248.0,186736.0,70.674,25.26,35.242,15.902
Sunflower,2006,Kharif     ,Maharashtra,121400.0,64200,1439.4,15503994.0,26708.0,0.583,25.26,35.242,15.902
Sunflower,2006,Rabi       ,Maharashtra,224200.0,121500,1439.4,28632582.0,49324.0,0.544,25.26,35.242,15.902
Sunflower,2006,Summer     ,Maharashtra,14400.0,12100,1439.4,1839024.0,3168.0,0.878,25.26,35.242,15.902
Urad,2006,Kharif     ,Maharashtra,490000.0,199700,1439.4,62577900.0,107800.0,0.542,25.26,35.242,15.902
Wheat,2006,Rabi       ,Maharashtra,1230800.0,1871000,1439.4,157185468.0,270776.0,1.452,25.26,35.242,15.902
Arhar/Tur,2006,Kharif     ,Nagaland,8500.0,10150,1362.5,1085535.0,1870.0,1.205,20.743,31.538,12.324
Cardamom,2006,Kharif     ,Nagaland,900.0,1440,1362.5,114939.0,198.0,1.612,20.743,31.538,12.324
Cotton(lint),2006,Kharif     ,Nagaland,200.0,40,1362.5,25542.0,44.0,0.335,20.743,31.538,12.324
Ginger,2006,Kharif     ,Nagaland,2600.0,23040,1362.5,332046.0,572.0,8.829,20.743,31.538,12.324
Gram,2006,Rabi       ,Nagaland,360.0,470,1362.5,45975.6,79.2,1.303,20.743,31.538,12.324
Groundnut,2006,Kharif     ,Nagaland,950.0,960,1362.5,121324.5,209.0,1.014,20.743,31.538,12.324
Jowar,2006,Kharif     ,Nagaland,1000.0,750,1362.5,127710.0,220.0,0.732,20.743,31.538,12.324
Jute,2006,Kharif     ,Nagaland,2500.0,10650,1362.5,319275.0,550.0,5.208,20.743,31.538,12.324
Linseed,2006,Rabi       ,Nagaland,8800.0,5720,1362.5,1123848.0,1936.0,0.634,20.743,31.538,12.324
Maize,2006,Kharif     ,Nagaland,63200.0,105540,1362.5,8071272.0,13904.0,1.67,20.743,31.538,12.324
Maize,2006,Rabi       ,Nagaland,1500.0,2800,1362.5,191565.0,330.0,1.995,20.743,31.538,12.324
Masoor,2006,Rabi       ,Nagaland,2960.0,3510,1362.5,378021.6,651.2,1.191,20.743,31.538,12.324
Moong(Green Gram),2006,Kharif     ,Nagaland,1000.0,1260,1362.5,127710.0,220.0,1.204,20.743,31.538,12.324
Niger seed,2006,Kharif     ,Nagaland,810.0,560,1362.5,103445.1,178.2,0.672,20.743,31.538,12.324
Other  Rabi pulses,2006,Rabi       ,Nagaland,6720.0,8050,1362.5,858211.2,1478.4,1.202,20.743,31.538,12.324
Peas & beans (Pulses),2006,Kharif     ,Nagaland,1700.0,2010,1362.5,217107.0,374.0,1.186,20.743,31.538,12.324
Peas & beans (Pulses),2006,Rabi       ,Nagaland,7300.0,8790,1362.5,932283.0,1606.0,1.204,20.743,31.538,12.324
Potato,2006,Kharif     ,Nagaland,3500.0,31420,1362.5,446985.0,770.0,8.96,20.743,31.538,12.324
Rapeseed &Mustard,2006,Rabi       ,Nagaland,27500.0,20650,1362.5,3512025.0,6050.0,0.714,20.743,31.538,12.324
Rice,2006,Kharif     ,Nagaland,163680.0,261920,1362.5,20903572.8,36009.6,1.595,20.743,31.538,12.324
Rice,2006,Rabi       ,Nagaland,1000.0,1600,1362.5,127710.0,220.0,1.605,20.743,31.538,12.324
Sesamum,2006,Kharif     ,Nagaland,5330.0,3460,1362.5,680694.3,1172.6,0.651,20.743,31.538,12.324
